2010-01-04,24.619
2010-01-05,24.6269
2010-01-06,24.4758
2010-01-07,24.2228
2010-01-08,24.3883
2010-01-11,24.0781
2010-01-12,23.919
2010-01-13,24.1417
2010-01-14,24.6269
2010-01-15,24.5474
2010-01-19,24.7383
2010-01-20,24.3286
2010-01-21,23.8713
2010-01-22,23.036
2010-01-25,23.3224
2010-01-26,23.4656
2010-01-27,23.6008
2010-01-28,23.1951
2010-01-29,22.4156
2010-02-01,22.5986
2010-02-02,22.6383
2010-02-03,22.7735
2010-02-04,22.1451
2010-02-05,22.2883
2010-02-08,22.0497
2010-02-09,22.2804
2010-02-10,22.2645
2010-02-11,22.3679
2010-02-12,22.2167
2010-02-16,22.6542
2010-02-17,22.846
2010-02-18,23.1489
2010-02-19,22.9899
2010-02-22,22.9579
2010-02-23,22.6383
2010-02-24,22.878
2010-02-25,22.854
2010-02-26,22.9099
2010-03-01,23.1896
2010-03-02,22.7421
2010-03-03,22.7421
2010-03-04,22.878
2010-03-05,22.844
2010-03-08,22.878
2010-03-09,23.0138
2010-03-10,23.1497
2010-03-11,23.3175
2010-03-12,23.3894
2010-03-15,23.4054
2010-03-16,23.4693
2010-03-17,23.6771
2010-03-18,23.6611
2010-03-19,23.6451
2010-03-22,23.6531
2010-03-23,23.8768
2010-03-24,23.6931
2010-03-25,23.9807
2010-03-26,23.701
2010-03-29,23.6451
2010-03-30,23.7889
2010-03-31,23.4034
2010-04-01,23.3015
2010-04-05,23.3894
2010-04-06,23.4294
2010-04-07,23.4533
2010-04-08,23.9088
2010-04-09,24.2444
2010-04-12,24.2284
2010-04-13,24.3323
2010-04-14,24.628
2010-04-15,24.6679
2010-04-16,24.5081
2010-04-19,24.803
2010-04-20,25.0595
2010-04-21,25.0371
2010-04-22,25.0835
2010-04-23,24.7399
2010-04-26,24.8597
2010-04-27,24.648
2010-04-28,24.6999
2010-04-29,24.7742
2010-04-30,24.4002
2010-05-03,24.66
2010-05-04,24.0766
2010-05-05,23.8529
2010-05-06,23.1577
2010-05-07,22.5424
2010-05-10,23.1257
2010-05-11,23.0778
2010-05-12,23.5252
2010-05-13,23.3654
2010-05-14,23.1177
2010-05-17,23.1257
2010-05-18,22.9559
2010-05-19,22.6689
2010-05-20,21.7618
2010-05-21,21.5451
2010-05-24,21.0875
2010-05-25,20.927
2010-05-26,20.0761
2010-05-27,20.8708
2010-05-28,20.7103
2010-06-01,20.7825
2010-06-02,21.2401
2010-06-03,21.5612
2010-06-04,20.7022
2010-06-07,20.3009
2010-06-08,20.1564
2010-06-09,19.8995
2010-06-10,20.0681
2010-06-11,20.5979
2010-06-14,20.4654
2010-06-15,21.3384
2010-06-16,21.1277
2010-06-17,21.1678
2010-06-18,21.224
2010-06-21,20.8307
2010-06-22,20.6862
2010-06-23,20.3153
2010-06-24,20.0681
2010-06-25,19.6928
2010-06-28,19.5142
2010-06-29,18.7115
2010-06-30,18.4707
2010-07-01,18.5911
2010-07-02,18.6794
2010-07-06,19.1209
2010-07-07,19.5062
2010-07-08,19.5941
2010-07-09,19.4821
2010-07-12,19.9316
2010-07-13,20.1724
2010-07-14,20.4213
2010-07-15,20.4775
2010-07-16,19.9798
2010-07-19,20.2527
2010-07-20,20.4534
2010-07-21,20.1644
2010-07-22,20.7424
2010-07-23,20.7183
2010-07-26,20.9511
2010-07-27,20.9993
2010-07-28,20.8307
2010-07-29,20.8949
2010-07-30,20.7183
2010-08-02,21.1357
2010-08-03,20.9993
2010-08-04,20.6541
2010-08-05,20.3651
2010-08-06,20.5096
2010-08-09,20.5578
2010-08-10,20.1243
2010-08-11,19.9557
2010-08-12,19.6587
2010-08-13,19.5865
2010-08-16,19.6667
2010-08-17,19.9397
2010-08-18,20.0284
2010-08-19,19.7218
2010-08-20,19.5523
2010-08-23,19.5927
2010-08-24,19.399
2010-08-25,19.4474
2010-08-26,19.2215
2010-08-27,19.3102
2010-08-30,19.0762
2010-08-31,18.935
2010-09-01,19.286
2010-09-02,19.3183
2010-09-03,19.6007
2010-09-07,19.3344
2010-09-08,19.3102
2010-09-09,19.3748
2010-09-10,19.2457
2010-09-13,20.2624
2010-09-14,20.1979
2010-09-15,20.2665
2010-09-16,20.44
2010-09-17,20.3512
2010-09-20,20.5207
2010-09-21,20.2947
2010-09-22,19.859
2010-09-23,19.7137
2010-09-24,19.9921
2010-09-27,19.9578
2010-09-28,19.9134
2010-09-29,19.7702
2010-09-30,19.7621
2010-10-01,19.6734
2010-10-04,19.2941
2010-10-05,19.6492
2010-10-06,19.7137
2010-10-07,19.7944
2010-10-08,19.8267
2010-10-12,20.0365
2010-10-13,20.448
2010-10-14,20.3593
2010-10-15,20.6094
2010-10-18,20.8354
2010-10-19,20.2544
2010-10-20,20.4238
2010-10-21,20.5126
2010-10-22,20.4783
2010-10-25,20.327
2010-10-26,20.8999
2010-10-27,21.021
2010-10-28,21.2066
2010-10-29,21.5172
2010-11-01,21.7472
2010-11-02,22.1023
2010-11-03,21.8118
2010-11-04,21.9005
2010-11-05,21.6665
2010-11-08,21.6342
2010-11-09,21.7472
2010-11-10,21.7391
2010-11-11,21.5293
2010-11-12,21.1985
2010-11-15,21.142
2010-11-16,20.9564
2010-11-17,20.7615
2010-11-18,20.9787
2010-11-19,20.859
2010-11-22,20.8915
2010-11-23,20.3962
2010-11-24,20.5992
2010-11-26,20.5017
2010-11-29,20.5504
2010-11-30,20.5078
2010-12-01,21.1432
2010-12-02,21.8333
2010-12-03,21.9389
2010-12-06,21.7927
2010-12-07,21.8171
2010-12-08,22.1094
2010-12-09,21.9876
2010-12-10,22.1987
2010-12-13,22.1216
2010-12-14,22.426
2010-12-15,22.6128
2010-12-16,22.7244
2010-12-17,22.6554
2010-12-20,22.5803
2010-12-21,22.7914
2010-12-22,22.8868
2010-12-23,22.9782
2010-12-27,22.7914
2010-12-28,22.7427
2010-12-29,22.7102
2010-12-30,22.6128
2010-12-31,22.6615
2011-01-03,22.7183
2011-01-04,22.8056
2011-01-05,22.7346
2011-01-06,23.4004
2011-01-07,23.2217
2011-01-10,22.9132
2011-01-11,22.8239
2011-01-12,23.1811
2011-01-13,22.8888
2011-01-14,22.9782
2011-01-18,23.2705
2011-01-19,23.1162
2011-01-20,23.0208
2011-01-21,22.7508
2011-01-24,23.0431
2011-01-25,23.1
2011-01-26,23.3679
2011-01-27,23.441
2011-01-28,22.5324
2011-01-31,22.5113
2011-02-01,22.7285
2011-02-02,22.6859
2011-02-03,22.4504
2011-02-04,22.5478
2011-02-07,22.8949
2011-02-08,22.964
2011-02-09,22.7102
